"id_student","code_module","code_presentation","final_result","gender","highest_education","age_band","region","score_avg","intial weeks","late weeks","mid weeks","intial weeks -active","late weeks -active","mid weeks -active","cluster","x","y"
74695,"BBB","2013B","Distinction","F","Lower Than A Level","0-35","North Region",91.8,798,350,2395,1,1,1,1,-0.62453479733375,2.17698503721199
74734,"BBB","2013B","Pass","F","Lower Than A Level","0-35","North Western Region",83,78,2,128,1,1,1,1,1.46791660599501,1.73539985399132
78645,"BBB","2013B","Fail","F","Lower Than A Level","0-35","East Anglian Region",73.25,146,0,259,1,0,1,1,1.86634903223963,1.00109926220014
82535,"BBB","2013B","Pass","F","Lower Than A Level","0-35","Wales",68.4545454545455,86,0,257,1,0,1,1,1.55904903897191,1.55498985124191
82741,"BBB","2013B","Pass","F","Lower Than A Level","0-35","East Anglian Region",74.9090909090909,152,63,664,1,1,1,1,1.17368753364404,1.7446106937885
84245,"BBB","2013B","Distinction","M","A Level or Equivalent","0-35","Wales",87.1,236,36,317,1,1,1,1,0.70965539322587,0.573464685608543
92274,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","East Anglian Region",66.4,215,0,216,1,0,1,1,2.08243281606892,0.599564077951734
92832,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","East Anglian Region",76.1,185,138,690,1,1,1,1,0.916077417128332,1.89120081902777
92993,"BBB","2013B","Pass","F","Lower Than A Level","0-35","East Anglian Region",76.7,186,106,633,1,1,1,1,1.07072643570231,1.79241411426513
94616,"BBB","2013B","Fail","F","Lower Than A Level","0-35","South Region",77.4444444444444,29,0,158,1,0,1,1,2.0097517105779,1.01940812690274
96291,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","South Region",0,103,0,0,1,0,0,2,2.54851431354131,-0.912526391031688
97154,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","North Region",90.7,175,118,691,1,1,1,1,0.804183777974339,2.07979608167335
108589,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","Ireland",88.7272727272727,123,7,264,1,1,1,1,1.1940390984528,1.92902393876885
109938,"BBB","2013B","Distinction","F","HE Qualification","0-35","Wales",89.8181818181818,131,25,240,1,1,1,1,1.2759440581644,1.71853330602041
110881,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","East Anglian Region",77.9090909090909,272,79,403,1,1,1,1,0.97311813248562,1.86623049972175
126411,"BBB","2013B","Fail","F","Lower Than A Level","0-35","West Midlands Region",100,6,0,19,1,0,1,1,1.86203409131143,1.30402565564302
141823,"BBB","2013B","Withdrawn","F","A Level or Equivalent","0-35","East Midlands Region",29,213,0,63,1,0,1,1,2.42632244311861,0.149172108531961
143741,"BBB","2013B","Distinction","F","A Level or Equivalent","0-35","London Region",86.0909090909091,124,47,461,1,1,1,1,1.30964683249599,1.62342934110849
145544,"BBB","2013B","Pass","M","A Level or Equivalent","0-35","East Midlands Region",86,213,103,546,1,1,1,3,-0.512387877973693,-0.162103772381708
147876,"BBB","2013B","Fail","M","A Level or Equivalent","0-35","South West Region",78.5714285714286,94,1,247,1,1,1,1,1.26262199135853,0.0835365200963222
151697,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","East Midlands Region",89.0909090909091,75,25,299,1,1,1,1,1.21460882070061,1.93721699821978
152153,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","East Anglian Region",52.2857142857143,177,0,309,1,0,1,1,2.23844650580201,0.41113249384471
152910,"BBB","2013B","Pass","M","A Level or Equivalent","0-35","West Midlands Region",82.2222222222222,821,319,1041,1,1,1,3,-1.7008106713089,0.0877894469595739
153704,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","West Midlands Region",86.8333333333333,153,0,371,1,0,1,1,1.8917222615479,0.88813627382336
154027,"BBB","2013B","Pass","F","Lower Than A Level","0-35","South East Region",73.3,34,103,399,1,1,1,1,1.3909509289605,1.67906084586187
154125,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","Yorkshire Region",87.5555555555556,36,0,61,1,0,1,1,1.83529365682299,1.2298534322908
154540,"BBB","2013B","Pass","F","HE Qualification","0-35","North Western Region",79.1818181818182,199,0,212,1,0,1,1,1.1249534636762,1.887851170392
155735,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","West Midlands Region",0,133,0,0,1,0,0,2,2.51077571478248,-0.906126365394865
161678,"BBB","2013B","Fail","F","Lower Than A Level","0-35","North Western Region",40,75,0,19,1,0,1,1,2.38818156658243,0.4965716359734
169515,"BBB","2013B","Withdrawn","F","A Level or Equivalent","0-35","East Anglian Region",59,127,0,43,1,0,1,1,2.23577025577461,0.539099121831083
173316,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","London Region",58.5714285714286,336,10,1358,1,1,1,1,1.23972932349627,1.08386585443938
173335,"BBB","2013B","Fail","F","Lower Than A Level","0-35","North Western Region",77.3333333333333,86,33,306,1,1,1,1,1.84057450072439,1.0664967375699
177639,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","Wales",0,50,0,0,1,0,0,2,2.61518583801523,-0.923833102990074
179605,"BBB","2013B","Withdrawn","F","A Level or Equivalent","0-35","South West Region",75.3333333333333,83,0,60,1,0,1,1,2.11768619729315,0.755917765283358
186988,"BBB","2013B","Fail","F","Lower Than A Level","0-35","Yorkshire Region",71.125,132,0,236,1,0,1,1,1.91456639055233,0.965758639546636
188152,"BBB","2013B","Distinction","M","Lower Than A Level","0-35","South East Region",87.5454545454545,259,58,970,1,1,1,2,0.0591781193490126,0.0547652852665434
199520,"BBB","2013B","Pass","F","HE Qualification","0-35","Scotland",83.2727272727273,236,82,1003,1,1,1,1,0.627858686883306,2.1019124321179
200863,"BBB","2013B","Withdrawn","F","A Level or Equivalent","0-35","South West Region",0,110,0,0,1,0,0,1,2.876520398155,-0.279047301284022
200905,"BBB","2013B","Fail","F","HE Qualification","0-35","London Region",58.7272727272727,342,3,1957,1,1,1,1,0.907756264605935,1.25226808631338
203108,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","South West Region",83.6,77,0,46,1,0,1,1,1.8299293379026,1.18228758219383
203481,"BBB","2013B","Pass","F","Lower Than A Level","0-35","West Midlands Region",78.4545454545455,227,25,850,1,1,1,1,1.01878926483225,1.81735593419281
203652,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","East Anglian Region",0,20,0,2,1,0,1,1,2.77269242323989,0.0183757550299388
204746,"BBB","2013B","Distinction","F","A Level or Equivalent","0-35","London Region",80.6363636363636,108,19,202,1,1,1,1,1.52077955144096,1.4955766577047
226827,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","South East Region",88.9090909090909,260,249,907,1,1,1,1,0.467825398355563,2.16582976820738
229240,"BBB","2013B","Distinction","F","A Level or Equivalent","0-35","East Anglian Region",71.7272727272727,151,38,216,1,1,1,1,1.52847418833181,1.393639632349
229426,"BBB","2013B","Distinction","F","Lower Than A Level","0-35","West Midlands Region",85.3,53,80,167,1,1,1,1,1.57930284834916,1.48767750881594
232695,"BBB","2013B","Pass","F","Lower Than A Level","0-35","Wales",84,45,171,943,1,1,1,1,0.972142134257305,1.93676296559001
235097,"BBB","2013B","Fail","F","Lower Than A Level","0-35","North Western Region",70.6,389,0,521,1,0,1,1,1.48638405471091,1.05348082614018
237304,"BBB","2013B","Fail","M","A Level or Equivalent","0-35","North Region",82.5,50,0,152,1,0,1,1,1.31584228699208,0.114145813630153
237913,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","North Western Region",83.6666666666667,778,389,2084,1,1,1,1,-0.328466210259152,1.80369965136752
242149,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","North Western Region",67.25,106,0,197,1,0,1,1,2.21821642761783,0.585285496019077
247267,"BBB","2013B","Fail","M","Lower Than A Level","0-35","South East Region",81.1111111111111,170,41,305,1,1,1,2,0.731695935966377,-0.470327446057606
248103,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","Yorkshire Region",82.1818181818182,118,28,522,1,1,1,1,1.14107187257412,1.88450507759106
251351,"BBB","2013B","Pass","F","Lower Than A Level","0-35","Scotland",88,88,69,439,1,1,1,1,1.19998438963856,1.88153360085713
252340,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","Scotland",82,89,0,89,1,0,1,1,1.81454467692248,1.16897151494881
253250,"BBB","2013B","Withdrawn","F","A Level or Equivalent","0-35","North Region",0,744,0,0,1,0,0,1,2.07897801105184,-0.14379342615917
255347,"BBB","2013B","Pass","F","Lower Than A Level","0-35","West Midlands Region",93.7,226,131,1311,1,1,1,1,0.553127485974502,2.1411102183141
262294,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","North Western Region",0,591,0,398,1,0,1,2,1.78066768752961,-0.752434918742391
262454,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","South Region",71.2222222222222,39,84,212,1,1,1,1,1.8346948639595,1.06771224774335
262741,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","North Region",74.5454545454545,119,75,1759,1,1,1,1,0.680394310418263,1.97634468930786
265958,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","North Western Region",80.6666666666667,254,0,159,1,0,1,1,1.90967796378892,0.795360971945201
267761,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","West Midlands Region",76.3,157,13,361,1,1,1,1,1.23317944273684,1.78247437150355
269076,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","Yorkshire Region",64,467,0,22,1,0,1,2,1.42829932802578,0.0452075516834237
270399,"BBB","2013B","Fail","F","Lower Than A Level","0-35","South West Region",0,13,0,0,1,0,0,1,2.88215561359595,-0.0674437576650982
270567,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","North Region",75.8,95,62,622,1,1,1,1,1.15390653001712,1.82232190797248
273731,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","South East Region",81.5555555555556,173,22,486,1,1,1,1,1.09972789651346,1.87975060274577
276717,"BBB","2013B","Distinction","F","A Level or Equivalent","0-35","West Midlands Region",85.6363636363636,341,158,2115,1,1,1,1,0.262363445272505,1.94873603383839
277733,"BBB","2013B","Pass","F","HE Qualification","0-35","Scotland",57.5555555555556,149,26,514,1,1,1,1,1.25936893059877,1.6356392795598
278447,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","South East Region",87.5454545454545,94,21,334,1,1,1,1,1.1979688312069,1.92312150314638
280962,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","East Midlands Region",0,65,0,0,1,0,0,1,2.7168582206772,0.0276944648992583
281564,"BBB","2013B","Pass","F","Lower Than A Level","0-35","Wales",71.0909090909091,612,220,1610,1,1,1,1,0.0713248285342076,1.99786686110377
284076,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","South Region",71.2727272727273,69,88,370,1,1,1,1,1.29776542938232,1.73160779044776
285633,"BBB","2013B","Fail","F","HE Qualification","0-35","West Midlands Region",65.2727272727273,126,17,144,1,1,1,1,1.7964175996791,1.04748734949792
288380,"BBB","2013B","Fail","F","Lower Than A Level","0-35","South West Region",78,11,0,7,1,0,1,1,2.08513345752425,1.00194052623443
290550,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","Ireland",86.0909090909091,41,0,124,1,0,1,1,1.38705482119489,1.85239565700367
291194,"BBB","2013B","Pass","F","Lower Than A Level","0-35","East Anglian Region",83.5555555555556,90,178,405,1,1,1,1,1.11942631288893,1.86791148268997
292027,"BBB","2013B","Withdrawn","M","Lower Than A Level","0-35","East Midlands Region",80,94,0,0,1,0,0,2,1.22429095103038,-0.880433262979359
294381,"BBB","2013B","Fail","F","Lower Than A Level","0-35","South Region",83,186,0,142,1,0,1,1,1.76168832571333,1.12677819521798
294961,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","London Region",83.3333333333333,234,20,255,1,1,1,1,1.096699607285,1.88368380808492
294999,"BBB","2013B","Withdrawn","M","A Level or Equivalent","0-35","Wales",51,52,0,2,1,0,1,2,1.47272482731494,-1.20245126349772
295754,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","Scotland",83,84,29,492,1,1,1,1,1.18583616362313,1.88471697206774
297484,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","North Region",89.3,285,457,1979,1,1,1,1,-0.242982577019987,2.42584579023792
298476,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","North Region",81.6363636363636,160,116,738,1,1,1,1,0.899969656747747,1.95806173412784
305945,"BBB","2013B","Withdrawn","F","A Level or Equivalent","0-35","East Anglian Region",0,6,0,0,1,0,0,1,3.00734754051893,-0.301234056825007
306886,"BBB","2013B","Pass","F","Lower Than A Level","0-35","South Region",77.2727272727273,34,0,111,1,0,1,1,1.59085786219282,1.64419416189288
309175,"BBB","2013B","Pass","F","Lower Than A Level","0-35","London Region",73.1111111111111,76,0,112,1,0,1,1,1.58015109331365,1.59626864652228
309734,"BBB","2013B","Pass","F","Lower Than A Level","0-35","East Midlands Region",72,200,41,455,1,1,1,1,1.25144589296854,1.67516705115554
311042,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","East Anglian Region",65,36,0,2,1,0,1,1,2.40469396113701,0.512091037791042
313810,"BBB","2013B","Distinction","F","A Level or Equivalent","0-35","South Region",96.7,133,70,445,1,1,1,1,1.16731125552912,1.77936962757257
318056,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","Wales",79.9090909090909,387,478,886,1,1,1,1,0.121149067814432,2.17512524455949
318101,"BBB","2013B","Fail","F","Lower Than A Level","0-35","London Region",59,276,0,52,1,0,1,2,1.49177175190901,0.256507948670024
322960,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","Wales",82.3333333333333,140,0,166,1,0,1,1,2.03335041976868,0.794863693426928
325511,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","East Anglian Region",76.2222222222222,43,134,295,1,1,1,1,1.25127585263414,1.80512488389721
325879,"BBB","2013B","Pass","F","Lower Than A Level","0-35","Yorkshire Region",70,185,49,389,1,1,1,1,1.30625311590085,1.63906715994192
326012,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","London Region",64,81,0,29,1,0,1,1,2.03170304624961,0.912172760277927
329226,"BBB","2013B","Pass","M","HE Qualification","0-35","Scotland",84.2727272727273,62,45,348,1,1,1,3,-0.255394069867168,-0.189268382501702
329321,"BBB","2013B","Fail","F","Lower Than A Level","0-35","West Midlands Region",78.5,52,0,133,1,0,1,1,1.97970666585728,1.03526237950598
329800,"BBB","2013B","Pass","M","A Level or Equivalent","0-35","South Region",92.4,159,99,479,1,1,1,1,0.394483412864267,0.998637169728068
330376,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","East Midlands Region",0,26,0,0,1,0,0,2,2.64537671702229,-0.928953123499533
331354,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","North Western Region",82.7777777777778,142,7,255,1,1,1,1,1.23439829321324,1.85028596756154
333129,"BBB","2013B","Fail","F","Lower Than A Level","0-35","East Anglian Region",50,282,0,43,1,0,1,1,2.01634317950387,0.68113676900417
333837,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","North Western Region",85,122,0,14,1,0,1,1,2.08755238710297,0.806183775676859
334291,"BBB","2013B","Fail","F","Lower Than A Level","0-35","South West Region",78.4,268,0,416,1,0,1,1,1.59953240794052,1.11978026886695
334794,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","South West Region",53,77,0,21,1,0,1,2,2.03166143928793,-0.188865360304519
335421,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","South West Region",70,30,1,156,1,1,1,1,1.984181173327,1.00184821070947
335600,"BBB","2013B","Fail","F","Lower Than A Level","0-35","Wales",80,97,0,19,1,0,1,1,1.9518757592151,1.04938104052995
335910,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","South East Region",78.75,81,0,348,1,0,1,1,1.75761598156341,1.15916246406222
336165,"BBB","2013B","Fail","F","Lower Than A Level","0-35","East Midlands Region",35,191,0,63,1,0,1,1,2.27631653642086,0.458993124106373
338056,"BBB","2013B","Pass","F","Lower Than A Level","0-35","Scotland",76.8181818181818,29,0,455,1,0,1,1,1.46871552187298,1.6852874162259
338861,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","South West Region",82,49,0,78,1,0,1,1,1.86911813426645,1.15889084021052
339379,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","East Midlands Region",94.2727272727273,122,6,284,1,1,1,1,1.13216219948633,2.00713898585358
339526,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","North Western Region",0,6,0,0,1,0,0,2,2.67053578286151,-0.933219807257414
339946,"BBB","2013B","Withdrawn","F","HE Qualification","0-35","Ireland",89.3333333333333,152,0,184,1,0,1,1,1.74001368049639,1.06396565971662
340378,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","Yorkshire Region",0,90,0,0,1,0,0,2,2.5648677063368,-0.915299735474311
341040,"BBB","2013B","Withdrawn","M","HE Qualification","0-35","South Region",76.8,62,0,65,1,0,1,2,1.07232317348966,-0.753876372555852
341229,"BBB","2013B","Fail","F","Lower Than A Level","0-35","Wales",70.5,32,0,65,1,0,1,1,2.1128975482541,0.911807313342432
341509,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","South Region",70.7,142,9,173,1,1,1,1,1.38699722920408,1.67419834048942
350622,"BBB","2013B","Fail","F","Lower Than A Level","0-35","London Region",81.7777777777778,63,0,981,1,0,1,1,1.60433722885936,1.20180744140743
351271,"BBB","2013B","Pass","F","HE Qualification","0-35","Scotland",82.2,99,109,653,1,1,1,1,0.912717443498672,2.02154413540878
351290,"BBB","2013B","Pass","F","Lower Than A Level","0-35","East Midlands Region",76.5454545454545,199,25,400,1,1,1,1,1.24759629681047,1.72192356078083
351543,"BBB","2013B","Fail","F","Lower Than A Level","0-35","Wales",35,0,0,5,0,0,1,1,2.53902278687638,0.410087765227083
352161,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","Ireland",87.5,15,0,60,1,0,1,1,2.17881896392107,0.824084828324655
354058,"BBB","2013B","Fail","F","Lower Than A Level","0-35","North Western Region",76.3333333333333,307,0,842,1,0,1,1,1.40678766510029,1.15970396161942
354895,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","East Midlands Region",76.2,207,0,270,1,0,1,1,1.97149210730338,0.739741709111877
355998,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","Wales",55,20,0,0,1,0,0,1,2.21159872076717,0.771753998525481
357928,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","Wales",64,149,0,147,1,0,1,1,1.90051418343871,0.94327787162368
360188,"BBB","2013B","Pass","F","Lower Than A Level","0-35","South West Region",89.8181818181818,247,159,933,1,1,1,1,0.677505193084744,2.05249114853489
360489,"BBB","2013B","Withdrawn","F","A Level or Equivalent","0-35","West Midlands Region",84.8571428571429,73,0,131,1,0,1,1,2.00550648134157,0.894275410209828
360877,"BBB","2013B","Pass","M","HE Qualification","0-35","South Region",85.5,242,28,511,1,1,1,3,-0.536115047910348,-0.119176007933123
361603,"BBB","2013B","Pass","M","A Level or Equivalent","0-35","North Western Region",90.7272727272727,212,24,690,1,1,1,3,-0.516126215808536,-0.114708051399756
362760,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","Wales",63.6666666666667,309,4,249,1,1,1,1,1.65817565323595,0.989086349578737
362877,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","Wales",57,401,0,51,1,0,1,2,1.57161605556493,-0.0607135493958297
363416,"BBB","2013B","Pass","F","Lower Than A Level","0-35","London Region",79.8181818181818,98,11,207,1,1,1,1,1.43342252171745,1.71144236486544
365439,"BBB","2013B","Fail","F","HE Qualification","0-35","South East Region",82.3333333333333,163,0,112,1,0,1,1,1.60926955550388,1.27660600215504
365488,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","Wales",80.6666666666667,48,0,28,1,0,1,1,1.90333950477868,1.133373756294
365707,"BBB","2013B","Distinction","F","A Level or Equivalent","0-35","South East Region",90.1818181818182,432,82,1359,1,1,1,1,0.489154236891391,1.88809036267858
367304,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","London Region",48.8,19,0,32,1,0,1,1,2.26381532426665,0.691083933586672
367348,"BBB","2013B","Fail","F","Lower Than A Level","0-35","West Midlands Region",75.75,43,0,66,1,0,1,1,2.04504041716833,0.986234885582727
368439,"BBB","2013B","Fail","F","Lower Than A Level","0-35","London Region",0,14,0,0,1,0,0,2,2.44420208090979,-0.615171329115747
370720,"BBB","2013B","Fail","F","Lower Than A Level","0-35","London Region",72.6666666666667,59,3,132,1,1,1,1,2.02712024779371,0.958102626385363
371679,"BBB","2013B","Pass","F","Lower Than A Level","0-35","South East Region",89,132,13,359,1,1,1,1,1.23554550225341,1.86684169007068
374102,"BBB","2013B","Fail","F","Lower Than A Level","0-35","East Midlands Region",70.2857142857143,75,3,130,1,1,1,1,2.03208995468266,0.928608689304392
377905,"BBB","2013B","Fail","F","Lower Than A Level","0-35","East Midlands Region",79,193,0,349,1,0,1,1,1.71366824409441,1.1025774379331
378543,"BBB","2013B","Pass","M","HE Qualification","0-35","South East Region",84.4545454545455,184,0,373,1,0,1,1,0.509392023276318,0.917330801093066
379402,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","Ireland",86.6666666666667,29,0,256,1,0,1,1,1.77774469647139,1.24360927338169
380151,"BBB","2013B","Withdrawn","F","A Level or Equivalent","0-35","London Region",0,0,0,20,0,0,1,1,3.00715830451517,-0.299700776093227
381722,"BBB","2013B","Withdrawn","F","A Level or Equivalent","0-35","West Midlands Region",73,50,0,25,1,0,1,1,2.19657512720509,0.711981050438015
383828,"BBB","2013B","Withdrawn","F","HE Qualification","0-35","East Anglian Region",0,21,0,0,1,0,0,1,2.88859441940274,-0.213989199212732
384678,"BBB","2013B","Fail","M","HE Qualification","0-35","London Region",78.5,227,4,273,1,1,1,2,0.545646868263809,-0.34788643797118
385034,"BBB","2013B","Withdrawn","F","A Level or Equivalent","0-35","East Midlands Region",65.6666666666667,131,0,81,1,0,1,1,2.14793308751391,0.636650377118848
387702,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","West Midlands Region",66,150,0,32,1,0,1,1,1.92331218399377,0.954720614742635
388205,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","London Region",62.2,79,5,130,1,1,1,1,2.00726973122345,0.903656567857486
388360,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","South West Region",81.7142857142857,78,0,131,1,0,1,1,1.81505334772563,1.16861762452602
388484,"BBB","2013B","Fail","F","Lower Than A Level","0-35","Scotland",66,126,0,10,1,0,1,1,2.06189753606869,0.862461134994254
389369,"BBB","2013B","Distinction","M","A Level or Equivalent","0-35","Wales",84.4545454545455,279,36,575,1,1,1,3,-0.290609128870133,-0.513202770564097
390220,"BBB","2013B","Pass","F","Lower Than A Level","0-35","South East Region",83.9,97,126,201,1,1,1,1,1.25118504224726,1.82079570532393
390442,"BBB","2013B","Distinction","F","A Level or Equivalent","0-35","South Region",87.3636363636364,85,40,248,1,1,1,1,1.43687607514005,1.59927182297821
392213,"BBB","2013B","Pass","F","Lower Than A Level","0-35","East Anglian Region",74.4545454545455,336,28,301,1,1,1,1,1.1311552854216,1.70999422143287
392281,"BBB","2013B","Withdrawn","F","A Level or Equivalent","0-35","North Region",71,476,0,405,1,0,1,1,1.53411640722214,0.828908043183504
392614,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","East Anglian Region",79.6666666666667,70,0,27,1,0,1,1,1.88626715101692,1.12422354282414
393327,"BBB","2013B","Withdrawn","F","A Level or Equivalent","0-35","East Midlands Region",0,106,107,447,1,1,1,1,2.57453922217889,-0.166335557953849
395229,"BBB","2013B","Fail","F","Lower Than A Level","0-35","South Region",0,16,1,0,1,1,0,1,2.87712855719662,-0.066330034156277
397118,"BBB","2013B","Pass","F","Lower Than A Level","0-35","North Region",80.9,244,108,738,1,1,1,1,0.911733496336086,1.87805687531818
397763,"BBB","2013B","Withdrawn","F","Lower Than A Level","0-35","West Midlands Region",0,129,0,4,1,0,1,2,2.51426013679922,-0.906417044974613
398084,"BBB","2013B","Pass","F","Lower Than A Level","0-35","London Region",77.7272727272727,716,18,602,1,1,1,1,0.515790383640359,1.87350981439596
399792,"BBB","2013B","Fail","M","HE Qualification","0-35","Scotland",0,200,0,0,1,0,0,3,1.05547627348713,-2.01756135532064
400049,"BBB","2013B","Fail","F","A Level or Equivalent","0-35","London Region",77.2,66,99,1163,1,1,1,1,1.35297232293894,1.29626272654133
400469,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","Yorkshire Region",76.9090909090909,226,144,1007,1,1,1,1,0.726085916949137,1.95846732014826
400894,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","Scotland",64.4444444444444,0,11,257,0,1,1,1,1.59453031168512,1.57094886788657
401339,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","London Region",94.2727272727273,450,877,2350,1,1,1,1,-1.17120818173846,2.78033597194849
401349,"BBB","2013B","Distinction","F","A Level or Equivalent","0-35","West Midlands Region",93.2727272727273,264,239,836,1,1,1,1,0.67448390970361,1.89541140451522
403093,"BBB","2013B","Pass","F","Lower Than A Level","0-35","East Anglian Region",60.125,8,5,149,1,1,1,1,1.77777570205236,1.41138770634692
404022,"BBB","2013B","Pass","F","A Level or Equivalent","0-35","South West Region",88.6363636363636,738,293,1092,1,1,1,1,-0.257397643642467,2.31093297090107
404727,"BBB","2013B","Fail","F","Lower Than A Level","0-35","South Region",62.125,74,56,391,1,1,1,1,1.94932920693058,0.878390483189782
